Unnamed: 0,codice_cliente,Prodotto,Area di Bisogno,Data di Emissione,Premio_Ricorrente,Premio_Unico,Capitale_Rivalutato,Massimale,Stato_Polizza,Data_Scadenza,Canale_Acquisizione,Commissione_Perc,Premio_Totale_Annuo,Commissione_Euro,Costi_Operativi,Margine_Lordo,Importo_Liquidato,Sinistri_Totali,Loss_Ratio
15377.0,18638,Polizza Salute e Infortuni: Salute Protetta,Protezione,2016-04-09,733.0,,,200000.0,Attiva,2017-04-09,Rete Diretta Agenziale,0.133,733.0,97,142.79922291891276,493,,0,0.0
15378.0,18638,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2005-09-06,452.0,,,200000.0,Scaduta,2006-09-06,Rete Diretta Agenziale,0.172,452.0,78,107.71556108217226,266,,0,0.0
15379.0,18639,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2015-04-18,420.0,,,1000000.0,Scaduta,2016-04-18,Rete Diretta Agenziale,0.12,420.0,50,82.0110013757861,288,39630.0,39630,3.0
15380.0,18639,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2024-08-05,,31100.0,31277.0,,Attiva,2025-08-05,Rete Diretta Agenziale,0.038,0.0,0,0.0,0,,0,0.0
15381.0,18639,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2010-04-24,289.0,,100984.0,,Scaduta,2011-04-24,Rete Diretta Agenziale,0.041,289.0,12,63.18558427742259,214,,0,0.0
15382.0,18640,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-12-11,810.0,,,800000.0,Attiva,2025-12-11,Rete Diretta Agenziale,0.133,810.0,108,122.9474643984042,579,,0,0.0
15383.0,18640,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2012-08-22,650.0,,,200000.0,Scaduta,2013-08-22,Rete Diretta Agenziale,0.127,650.0,83,128.35517794301165,439,,0,0.0
15384.0,18641,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2011-07-17,316.0,,66002.0,,Attiva,2012-07-17,Rete Diretta Agenziale,0.04,316.0,13,61.17621188177113,242,,0,0.0
15385.0,18641,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-08-07,208.0,,296.0,,Attiva,2025-08-07,Rete Diretta Agenziale,0.05,208.0,10,35.51776620325249,162,,0,0.0
15386.0,18642,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2015-09-09,665.0,,,200000.0,Scaduta,2016-09-09,Rete Diretta Agenziale,0.161,665.0,107,100.46041194763592,458,,0,0.0
15387.0,18642,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2014-04-24,166.0,,29257.0,,Attiva,2015-04-24,Rete Diretta Agenziale,0.033,166.0,5,27.700232490448418,133,,0,0.0
15388.0,18643,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-01-05,627.0,,,100000.0,Attiva,2025-01-05,Rete Diretta Agenziale,0.122,627.0,76,150.97176231462768,400,,0,0.0
15389.0,18643,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-11-19,742.0,,,1000000.0,Attiva,2025-11-19,Rete Diretta Agenziale,0.139,742.0,103,119.43641913528634,520,,0,0.0
15390.0,18643,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2024-04-24,,71690.0,73015.0,,Attiva,2025-04-24,Rete Diretta Agenziale,0.021,0.0,0,0.0,0,,0,0.0
15391.0,18643,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-04-03,471.0,,2630.0,,Attiva,2025-04-03,Rete Diretta Agenziale,0.049,471.0,23,113.7628800171947,334,,0,0.0
15392.0,18643,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-02-21,219.0,,1556.0,,Attiva,2025-02-21,Rete Diretta Agenziale,0.041,219.0,9,34.6650413406391,175,,0,0.0
15393.0,18645,Polizza Salute e Infortuni: Salute Protetta,Protezione,2024-12-11,798.0,,,100000.0,Attiva,2025-12-11,Rete Diretta Agenziale,0.158,798.0,126,141.2985089426072,531,3211.0,3211,3.0
15394.0,18645,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-09-09,296.0,,,500000.0,Attiva,2025-09-09,Rete Diretta Agenziale,0.142,296.0,42,49.49843169384917,205,,0,0.0
15395.0,18645,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-02-18,104.0,,742.0,,Attiva,2025-02-18,Rete Diretta Agenziale,0.04,104.0,4,17.58110235004561,82,,0,0.0
15396.0,18646,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-04-08,935.0,,,350000.0,Attiva,2021-04-08,Rete Diretta Agenziale,0.162,935.0,151,189.6493380846176,594,15775.0,15775,3.0
15397.0,18646,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-05-06,406.0,,,200000.0,Attiva,2023-05-06,Rete Diretta Agenziale,0.131,406.0,53,87.88825489715013,265,,0,0.0
15398.0,18647,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-06-17,698.0,,,100000.0,Attiva,2021-06-17,Rete Diretta Agenziale,0.171,698.0,119,115.76111076296348,463,,0,0.0
15399.0,18647,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-02-28,577.0,,,1000000.0,Attiva,2025-02-28,Rete Diretta Agenziale,0.12,577.0,69,103.03829411712502,405,,0,0.0
15400.0,18647,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2023-11-18,427.0,,4395.0,,Attiva,2024-11-18,Rete Diretta Agenziale,0.034,427.0,15,88.59489304682572,323,,0,0.0
15401.0,18648,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2014-01-15,620.0,,,200000.0,Scaduta,2015-01-15,Rete Diretta Agenziale,0.145,620.0,90,101.83498124741458,428,,0,0.0
15402.0,18648,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2018-07-05,84.0,,8398.0,,Attiva,2019-07-05,Rete Diretta Agenziale,0.043,84.0,4,14.790514799818704,65,,0,0.0
15403.0,18649,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-08-27,338.0,,,200000.0,Attiva,2021-08-27,Rete Diretta Agenziale,0.18,338.0,61,73.85692744560203,203,,0,0.0
15404.0,18649,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2006-01-16,600.0,,,100000.0,Scaduta,2007-01-16,Rete Diretta Agenziale,0.147,600.0,88,142.59100345985482,369,,0,0.0
15405.0,18649,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2001-04-12,,29819.0,58599.0,,Scaduta,2002-04-12,Rete Diretta Agenziale,0.045,0.0,0,0.0,0,,0,0.0
15406.0,18649,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2018-07-24,128.0,,12685.0,,Attiva,2019-07-24,Rete Diretta Agenziale,0.048,128.0,6,19.31476671842116,103,,0,0.0
15407.0,18650,Polizza Salute e Infortuni: Salute Protetta,Protezione,2008-12-11,882.0,,,800000.0,Attiva,2009-12-11,Rete Diretta Agenziale,0.139,882.0,123,172.3137271867539,587,,0,0.0
15408.0,18650,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2009-08-19,756.0,,,500000.0,Attiva,2010-08-19,Rete Diretta Agenziale,0.167,756.0,126,177.81638583395866,452,,0,0.0
15409.0,18650,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2014-01-18,248.0,,44092.0,,Scaduta,2015-01-18,Rete Diretta Agenziale,0.049,248.0,12,43.24364994955493,193,1072.0,1072,3.0
15410.0,18651,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-10-14,956.0,,,800000.0,Attiva,2023-10-14,Rete Diretta Agenziale,0.122,956.0,117,223.74661271096136,615,,0,0.0
15411.0,18651,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2012-03-11,708.0,,,100000.0,Scaduta,2013-03-11,Rete Diretta Agenziale,0.133,708.0,94,134.80523437044354,479,,0,0.0
15412.0,18651,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,1995-03-23,121.0,,205650.0,,Scaduta,1996-03-23,Rete Diretta Agenziale,0.044,121.0,5,27.21188695379964,89,,0,0.0
15413.0,18652,Polizza Salute e Infortuni: Salute Protetta,Protezione,2010-07-03,948.0,,,350000.0,Scaduta,2011-07-03,Rete Diretta Agenziale,0.154,948.0,146,171.25004987399092,631,,0,0.0
15414.0,18652,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2011-04-23,,57287.0,109351.0,,Attiva,2012-04-23,Rete Diretta Agenziale,0.049,0.0,0,0.0,0,,0,0.0
15415.0,18653,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-10-01,976.0,,,350000.0,Attiva,2024-10-01,Rete Diretta Agenziale,0.14,976.0,137,152.58200938744704,686,9408.0,9408,3.0
15416.0,18653,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2021-09-22,,79622.0,87267.0,,Attiva,2022-09-22,Rete Diretta Agenziale,0.034,0.0,0,0.0,0,,0,0.0
15417.0,18653,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2016-09-17,72.0,,10223.0,,Attiva,2017-09-17,Rete Diretta Agenziale,0.023,72.0,2,17.21778843383997,53,,0,0.0
15418.0,18654,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-02-01,710.0,,,350000.0,Attiva,2023-02-01,Rete Diretta Agenziale,0.165,710.0,117,108.49836249404636,485,,0,0.0
15419.0,18654,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-07-26,626.0,,,500000.0,Scaduta,2021-07-26,Rete Diretta Agenziale,0.152,626.0,95,131.51990517753703,399,,0,0.0
15420.0,18654,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-03-27,246.0,,1440.0,,Attiva,2025-03-27,Rete Diretta Agenziale,0.021,246.0,5,50.49949263550138,191,,0,0.0
15421.0,18655,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-06-16,956.0,,,100000.0,Attiva,2022-06-16,Rete Diretta Agenziale,0.123,956.0,118,216.3930647835749,622,,0,0.0
15422.0,18655,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2015-07-28,376.0,,,100000.0,Scaduta,2016-07-28,Rete Diretta Agenziale,0.138,376.0,52,63.3792930379231,261,,0,0.0
15423.0,18656,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2017-12-21,711.0,,,1000000.0,Attiva,2018-12-21,Rete Diretta Agenziale,0.17,711.0,121,144.34856711388153,446,,0,0.0
15424.0,18656,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2021-04-06,,15362.0,17277.0,,Attiva,2022-04-06,Rete Diretta Agenziale,0.036,0.0,0,0.0,0,,0,0.0
15425.0,18658,Polizza Salute e Infortuni: Salute Protetta,Protezione,2019-07-10,777.0,,,100000.0,Scaduta,2020-07-10,Rete Diretta Agenziale,0.134,777.0,104,140.3258828255041,533,,0,0.0
15426.0,18658,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2014-08-19,509.0,,,500000.0,Scaduta,2015-08-19,Rete Diretta Agenziale,0.16,509.0,81,103.68795942862587,324,,0,0.0
15427.0,18658,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2014-07-02,123.0,,21598.0,,Scaduta,2015-07-02,Rete Diretta Agenziale,0.04,123.0,5,25.17775390054516,93,,0,0.0
15428.0,18658,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2021-11-28,79.0,,2886.0,,Attiva,2022-11-28,Rete Diretta Agenziale,0.031,79.0,2,16.08313279567931,61,,0,0.0
15429.0,18659,Polizza Salute e Infortuni: Salute Protetta,Protezione,2014-02-25,921.0,,,100000.0,Attiva,2015-02-25,Rete Diretta Agenziale,0.12,921.0,111,162.34332204576472,648,,0,0.0
15430.0,18659,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2014-12-10,701.0,,,1000000.0,Attiva,2015-12-10,Rete Diretta Agenziale,0.139,701.0,97,121.12822699366168,483,,0,0.0
15431.0,18660,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2022-01-26,204.0,,7200.0,,Attiva,2023-01-26,Rete Diretta Agenziale,0.022,204.0,4,31.9744629044779,168,,0,0.0
15432.0,18661,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-04-04,283.0,,,500000.0,Attiva,2023-04-04,Rete Diretta Agenziale,0.149,283.0,42,51.05059271767559,190,,0,0.0
15433.0,18661,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2024-03-13,,33033.0,33440.0,,Attiva,2025-03-13,Rete Diretta Agenziale,0.021,0.0,0,0.0,0,,0,0.0
15434.0,18661,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2021-09-12,194.0,,7702.0,,Attiva,2022-09-12,Rete Diretta Agenziale,0.023,194.0,4,33.22257152064418,157,,0,0.0
15435.0,18662,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-06-11,565.0,,,200000.0,Attiva,2022-06-11,Rete Diretta Agenziale,0.163,565.0,92,102.40378917971096,371,,0,0.0
15436.0,18662,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2022-11-27,509.0,,,100000.0,Attiva,2023-11-27,Rete Diretta Agenziale,0.141,509.0,72,116.8583571125539,320,,0,0.0
15437.0,18662,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2024-09-25,192.0,,-38.0,,Attiva,2025-09-25,Rete Diretta Agenziale,0.045,192.0,9,30.83407983313588,152,33902.0,33902,3.0
15438.0,18665,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2018-05-24,392.0,,,200000.0,Attiva,2019-05-24,Rete Diretta Agenziale,0.15,392.0,59,91.83497291358556,241,,0,0.0
15439.0,18666,Polizza Salute e Infortuni: Salute Protetta,Protezione,2013-02-01,747.0,,,100000.0,Scaduta,2014-02-01,Rete Diretta Agenziale,0.123,747.0,92,170.6920736610015,484,,0,0.0
15440.0,18666,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2020-01-01,282.0,,17553.0,,Attiva,2021-01-01,Rete Diretta Agenziale,0.028,282.0,8,56.44266253666844,218,12158.0,12158,3.0
15441.0,18668,Polizza Salute e Infortuni: Salute Protetta,Protezione,2008-09-07,626.0,,,100000.0,Scaduta,2009-09-07,Rete Diretta Agenziale,0.147,626.0,92,132.3297974262052,402,,0,0.0
15442.0,18668,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2006-07-11,482.0,,,200000.0,Scaduta,2007-07-11,Rete Diretta Agenziale,0.134,482.0,65,104.49806927972904,313,,0,0.0
15443.0,18669,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-04-13,557.0,,,100000.0,Attiva,2024-04-13,Rete Diretta Agenziale,0.129,557.0,72,89.37930921695823,396,,0,0.0
15444.0,18669,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2023-06-23,455.0,,7102.0,,Attiva,2024-06-23,Rete Diretta Agenziale,0.033,455.0,15,94.85700150311524,345,,0,0.0
15445.0,18670,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2005-12-22,429.0,,,200000.0,Scaduta,2006-12-22,Rete Diretta Agenziale,0.169,429.0,73,85.39819801418827,271,,0,0.0
15446.0,18670,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2019-02-09,455.0,,,500000.0,Scaduta,2020-02-09,Rete Diretta Agenziale,0.171,455.0,78,97.88228684941662,279,,0,0.0
15447.0,18670,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2012-09-27,,53930.0,83758.0,,Attiva,2013-09-27,Rete Diretta Agenziale,0.024,0.0,0,0.0,0,,0,0.0
15448.0,18670,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2022-03-02,225.0,,7675.0,,Attiva,2023-03-02,Rete Diretta Agenziale,0.032,225.0,7,40.293065663543175,178,,0,0.0
15449.0,18671,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-07-02,777.0,,,500000.0,Attiva,2024-07-02,Rete Diretta Agenziale,0.14,777.0,109,151.18092853499783,517,,0,0.0
15450.0,18672,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2021-03-21,795.0,,,100000.0,Attiva,2022-03-21,Rete Diretta Agenziale,0.177,795.0,141,147.8873636084034,506,,0,0.0
15451.0,18672,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2005-10-17,793.0,,,100000.0,Scaduta,2006-10-17,Rete Diretta Agenziale,0.15,793.0,119,176.91628298618463,497,,0,0.0
15452.0,18672,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,1992-04-11,82.0,,80484.0,,Attiva,1993-04-11,Rete Diretta Agenziale,0.049,82.0,4,13.470340548409382,65,,0,0.0
15453.0,18674,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-11-09,817.0,,,200000.0,Attiva,2024-11-09,Rete Diretta Agenziale,0.159,817.0,130,180.02737748694278,507,,0,0.0
15454.0,18674,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-11-23,710.0,,,100000.0,Attiva,2024-11-23,Rete Diretta Agenziale,0.138,710.0,98,150.29527316794008,462,,0,0.0
15455.0,18675,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-09-16,279.0,,27.0,,Attiva,2025-09-16,Rete Diretta Agenziale,0.024,279.0,7,46.89117622453177,225,,0,0.0
15456.0,18676,Polizza Salute e Infortuni: Salute Protetta,Protezione,2019-04-13,803.0,,,100000.0,Scaduta,2020-04-13,Rete Diretta Agenziale,0.156,803.0,125,187.38872894507404,491,,0,0.0
15457.0,18676,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2020-05-04,401.0,,24369.0,,Attiva,2021-05-04,Rete Diretta Agenziale,0.045,401.0,18,91.37402408538333,292,,0,0.0
15458.0,18677,Polizza Salute e Infortuni: Salute Protetta,Protezione,2016-08-28,735.0,,,200000.0,Scaduta,2017-08-28,Rete Diretta Agenziale,0.159,735.0,117,154.03404649071842,464,,0,0.0
15459.0,18677,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2022-05-12,223.0,,6880.0,,Attiva,2023-05-12,Rete Diretta Agenziale,0.043,223.0,10,39.00040743738264,174,,0,0.0
15460.0,18678,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2021-07-07,342.0,,,500000.0,Attiva,2022-07-07,Rete Diretta Agenziale,0.14,342.0,48,72.78017511396226,221,,0,0.0
15461.0,18678,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2023-10-11,218.0,,2579.0,,Attiva,2024-10-11,Rete Diretta Agenziale,0.039,218.0,9,40.120509562381294,169,,0,0.0
15462.0,18680,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-08-26,771.0,,,800000.0,Attiva,2021-08-26,Rete Diretta Agenziale,0.178,771.0,137,166.0746190964993,468,,0,0.0
15463.0,18680,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2019-05-12,759.0,,,100000.0,Attiva,2020-05-12,Rete Diretta Agenziale,0.147,759.0,112,147.3621871698654,500,,0,0.0
15464.0,18680,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2021-06-24,80.0,,3651.0,,Attiva,2022-06-24,Rete Diretta Agenziale,0.021,80.0,2,18.085000526750047,60,,0,0.0
15465.0,18681,Polizza Salute e Infortuni: Salute Protetta,Protezione,2022-10-08,509.0,,,350000.0,Attiva,2023-10-08,Rete Diretta Agenziale,0.166,509.0,84,86.73687258209316,338,,0,0.0
15466.0,18681,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-12-14,441.0,,,500000.0,Attiva,2025-12-14,Canale Bancario,0.143,441.0,63,80.66490703091566,297,,0,0.0
15467.0,18681,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2022-06-10,249.0,,7201.0,,Attiva,2023-06-10,Rete Diretta Agenziale,0.042,249.0,10,39.22200179530679,200,,0,0.0
15468.0,18683,Polizza Salute e Infortuni: Salute Protetta,Protezione,2019-12-16,648.0,,,800000.0,Attiva,2020-12-16,Rete Diretta Agenziale,0.155,648.0,100,131.8479073648661,416,4494.0,4494,3.0
15469.0,18683,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-06-11,387.0,,,1000000.0,Attiva,2021-06-11,Rete Diretta Agenziale,0.142,387.0,55,60.91421592089493,271,,0,0.0
15470.0,18683,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2022-01-01,449.0,,15847.0,,Attiva,2023-01-01,Rete Diretta Agenziale,0.035,449.0,16,102.21407172498468,331,,0,0.0
15471.0,18683,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2021-10-01,292.0,,11354.0,,Attiva,2022-10-01,Rete Diretta Agenziale,0.029,292.0,8,59.435326704111645,225,,0,0.0
15472.0,18684,Polizza Salute e Infortuni: Salute Protetta,Protezione,2019-02-14,907.0,,,100000.0,Attiva,2020-02-14,Rete Diretta Agenziale,0.141,907.0,128,189.0196027569189,590,,0,0.0
15473.0,18684,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2017-08-14,,24633.0,28932.0,,Attiva,2018-08-14,Rete Diretta Agenziale,0.03,0.0,0,0.0,0,,0,0.0
15474.0,18684,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2021-05-12,187.0,,7808.0,,Attiva,2022-05-12,Rete Diretta Agenziale,0.032,187.0,6,44.82084025746765,136,,0,0.0
15475.0,18685,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-04-02,431.0,,,100000.0,Attiva,2021-04-02,Rete Diretta Agenziale,0.159,431.0,69,95.91084463989752,266,,0,0.0
15476.0,18685,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2021-12-14,684.0,,,200000.0,Attiva,2022-12-14,Rete Diretta Agenziale,0.164,684.0,112,160.70058063919677,411,,0,0.0
15477.0,18686,Polizza Salute e Infortuni: Salute Protetta,Protezione,2017-04-16,386.0,,,200000.0,Attiva,2018-04-16,Rete Diretta Agenziale,0.131,386.0,51,88.58965321567247,246,,0,0.0
15478.0,18686,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2019-03-14,236.0,,,1000000.0,Attiva,2020-03-14,Rete Diretta Agenziale,0.145,236.0,34,43.99537756052002,158,,0,0.0
15479.0,18687,Polizza Salute e Infortuni: Salute Protetta,Protezione,2010-11-24,472.0,,,800000.0,Scaduta,2011-11-24,Rete Diretta Agenziale,0.162,472.0,76,103.85161628773726,292,,0,0.0
15480.0,18687,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-09-28,550.0,,,200000.0,Attiva,2024-09-28,Rete Diretta Agenziale,0.145,550.0,80,105.752507809687,364,,0,0.0
15481.0,18687,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2000-01-09,,31098.0,57549.0,,Scaduta,2001-01-09,Rete Diretta Agenziale,0.04,0.0,0,0.0,0,,0,0.0
15482.0,18687,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2012-02-10,51.0,,12293.0,,Scaduta,2013-02-10,Rete Diretta Agenziale,0.039,51.0,2,8.420710951645408,41,,0,0.0
15483.0,18688,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-11-13,447.0,,,200000.0,Attiva,2024-11-13,Rete Diretta Agenziale,0.145,447.0,65,104.6612238742031,277,,0,0.0
15484.0,18690,Polizza Salute e Infortuni: Salute Protetta,Protezione,2020-06-03,386.0,,,100000.0,Scaduta,2021-06-03,Rete Diretta Agenziale,0.137,386.0,53,68.09307248957454,265,,0,0.0
15485.0,18690,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-02-07,614.0,,,500000.0,Attiva,2025-02-07,Rete Diretta Agenziale,0.147,614.0,90,93.10151433586022,431,,0,0.0
15486.0,18693,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2024-11-17,986.0,,,100000.0,Attiva,2025-11-17,Rete Diretta Agenziale,0.15,986.0,148,242.45443713073328,596,,0,0.0
15487.0,18693,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-04-01,366.0,,,200000.0,Attiva,2025-04-01,Rete Diretta Agenziale,0.133,366.0,49,78.77611734460395,238,,0,0.0
15488.0,18693,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2024-01-03,,91695.0,93557.0,,Attiva,2025-01-03,Rete Diretta Agenziale,0.046,0.0,0,0.0,0,,0,0.0
15489.0,18693,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-02-05,204.0,,4096.0,,Attiva,2024-02-05,Rete Diretta Agenziale,0.034,204.0,7,42.12208924492711,155,,0,0.0
15490.0,18694,Piano Individuale Pensionistico (PIP): Pensione Serenità,Previdenza,2006-05-26,71.0,,22585.0,,Scaduta,2007-05-26,Rete Diretta Agenziale,0.04,71.0,3,12.564006036588546,55,,0,0.0
15491.0,18695,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2020-06-25,703.0,,,500000.0,Attiva,2021-06-25,Rete Diretta Agenziale,0.167,703.0,117,126.52123706128457,459,,0,0.0
15492.0,18696,Polizza Salute e Infortuni: Salute Protetta,Protezione,2011-09-15,530.0,,,800000.0,Attiva,2012-09-15,Rete Diretta Agenziale,0.129,530.0,68,128.2341584784317,334,,0,0.0
15493.0,18696,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2023-06-22,667.0,,,500000.0,Attiva,2024-06-22,Rete Diretta Agenziale,0.166,667.0,111,120.29250981125524,436,,0,0.0
15494.0,18696,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2023-04-05,,46128.0,47697.0,,Attiva,2024-04-05,Rete Diretta Agenziale,0.038,0.0,0,0.0,0,,0,0.0
15495.0,18696,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2022-06-20,256.0,,7258.0,,Attiva,2023-06-20,Rete Diretta Agenziale,0.046,256.0,12,63.332455061342216,181,,0,0.0
15496.0,18697,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2005-08-11,673.0,,,1000000.0,Attiva,2006-08-11,Rete Diretta Agenziale,0.18,673.0,121,146.46198650077176,406,,0,0.0
15497.0,18698,Polizza Salute e Infortuni: Salute Protetta,Protezione,2023-08-21,571.0,,,200000.0,Attiva,2024-08-21,Rete Diretta Agenziale,0.162,571.0,93,108.1778816303311,370,,0,0.0
15498.0,18698,Assicurazione Casa e Famiglia: Casa Serena,Protezione,2024-04-18,482.0,,,500000.0,Attiva,2025-04-18,Rete Diretta Agenziale,0.175,482.0,84,80.47878296545817,318,,0,0.0
15499.0,18698,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2024-05-17,421.0,,1747.0,,Attiva,2025-05-17,Rete Diretta Agenziale,0.048,421.0,20,82.89660844436212,318,,0,0.0
15500.0,18699,Polizza Salute e Infortuni: Salute Protetta,Protezione,2021-06-10,748.0,,,800000.0,Attiva,2022-06-10,Rete Diretta Agenziale,0.137,748.0,102,172.52522901405416,473,,0,0.0
15501.0,18699,Polizza Vita a Premio Unico: Futuro Sicuro,Risparmio e Investimento,2020-01-07,,12459.0,14602.0,,Attiva,2021-01-07,Rete Diretta Agenziale,0.035,0.0,0,0.0,0,,0,0.0
15502.0,18699,Polizza Vita a Premi Ricorrenti: Risparmio Costante,Risparmio e Investimento,2017-10-21,417.0,,41950.0,,Scaduta,2018-10-21,Rete Diretta Agenziale,0.025,417.0,10,90.83622098597073,316,,0,0.0
